4, 33.7055048,-7.3540685
5, 33.705715,-7.3538178
6, 33.705497,-7.3543192
7, 33.705289,-7.35457
8, 33.705081,-7.3548208
9, 33.704873,-7.3550716
10, 33.704665,-7.3553224
11, 33.704457,-7.3555732
12, 33.704249,-7.355824
13, 33.704041,-7.3560748
14, 33.703833,-7.3563256
15, 33.703625,-7.3565764
16, 33.703417,-7.3568272
17, 33.703209,-7.357078
18, 33.703001,-7.3573288
19, 33.702793,-7.3575796
20, 33.702585,-7.3578304
21, 33.702377,-7.3580812
22, 33.702169,-7.358332
23, 33.701961,-7.3585828
24, 33.701753,-7.3588336
25, 33.701545,-7.3590844
26, 33.701337,-7.3593352
27, 33.714281,-7.359376
28, 33.713387,-7.358763
29, 33.712493,-7.35815
30, 33.7116,-7.357537
31, 33.710707,-7.356924
32, 33.709813,-7.356311
33, 33.708919,-7.355698
34, 33.708025,-7.355085
35, 33.707131,-7.354472
36, 33.706237,-7.353859
37, 33.705343,-7.353246
38, 33.704449,-7.352633
39, 33.703555,-7.35202
40, 33.702661,-7.351407
41, 33.701767,-7.350794
42, 33.700873,-7.350181
43, 33.699979,-7.349568
44, 33.699085,-7.348955
45, 33.698191,-7.348342
46, 33.697297,-7.347729
47, 33.696403,-7.347116
48, 33.695509,-7.346503
